UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	4
0	4
0	5
0	2
0	1
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	2
0	32
1	58
0	5
0	40
0	0
0	2
0	20
0	11
0	32
78	46
0	32
0	25
1	5
0	9
0	24
0	26
3	5
8	120
0	120
0	1
1	0
2	22
0	22
0	9
0	6
0	4
0	0
0	0
2	0
1	0
0	0
0	0
0	82
1	114
3	21
0	75
1	4
0	3
0	97
0	32
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	0
0	1
0	1
9	0
0	0
0	0
1	87
0	1
0	0
0	25
0	82
2	9
0	37
0	0
0	16
0	0
0	5
1	19
3	1
0	15
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
15	89
1	4
0	0
0	59
0	0
0	14
2	0
0	2
0	85
0	85
1	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
96	0
1	8
0	7
0	1
0	1
0	7
0	0
0	0
0	31
1	0
0	0
1	0
0	0
0	0
2	2
0	2
0	0
0	0
0	0
52	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	46
0	45
0	47
2	0
0	32
1	35
0	0
0	0
0	46
0	2
0	5
0	34
1	2
3	7
0	0
0	0
0	0
0	0
0	0
0	0
1	17
1	10
0	4
0	10
1	10
0	0
1	4
0	3
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	102
0	62
0	61
0	35
1	58
0	27
1	11
1	0
0	0
3	8
2	0
0	0
0	1
0	0
0	3
0	3
0	0
0	1
0	0
0	0
0	6
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	3
49	74
0	6
0	14
4	2
0	0
0	0
0	52
3	0
0	2
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	8
1	0
0	2
0	0
0	1
0	0
0	3
0	2
0	5
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
